"Genes","Rank"
"SDHAF1",501
"SCGB3A1",501
"ADAMTS9",500
"MFI2",500
"PTGER2",499
"ZC4H2",499
"TMEM217",498
"TTC4",498
"ATP6AP2",497
"SLC25A2",497
"SH2D3C",496
"SRRD",496
"ZNF683",495
"SLC2A13",494
"GAGE2A",493
"SNX9",493
"TAS2R16",492
"SRSF11",492
"RNU5E",491
"TMEM120B",491
"PTK7",490
"PPIC",490
"MADD",489
"DYNLRB1",489
"LTF",488
"VSTM5",488
"CHD7",487
"ZNF124",487
"INPP5B",486
"PTPN18",486
"THRSP",485
"NUP54",485
"IL1RN",484
"METRN",484
"DHCR24",483
"KLHL13",483
"ANKRD30A",482
"SDHB",482
"LOC146336",481
"PLA2R1",481
"ATP1A3",480
"NSMCE4A",480
"PSMB7",479
"UGP2",479
"KTN1",478
"POLR2J4",478
"MOV10",477
"PPP2R1A",477
"LRP11",476
"SLC7A6",476
"APRT",475
"DNAJB13",475
"ACOT9",474
"BLOC1S3",474
"HIST1H4F",473
"PARP1",473
"PCDHGC4",472
"IRAK4",472
"PTPRD",471
"MYPOP",471
"CD28",470
"MIPEP",470
"PDZD2",469
"MDFI",469
"SDR16C6",468
"STAG1",468
"GLIPR1L1",467
"RPP14",467
"CHCHD6",466
"SLCO4C1",465
"RAB7A",464
"FAM210A",464
"FOSB",463
"ARHGDIA",463
"C2orf66",462
"NAA20",462
"C6orf165",461
"ITM2C",461
"HUNK",460
"CSNK1D",460
"WASH7P",459
"LRP1B",458
"GBA",458
"S100A1",457
"SGSM1",457
"PTRF",456
"MCTP2",456
"ANKRD34A",455
"STOML2",455
"C1orf105",454
"LINC00982",454
"C5orf52",453
"GLDN",453
"SUSD5",452
"RANBP17",452
"ADSSL1",451
"NUTM2A.AS1",451
"ZNF674.AS1",450
"TFF1",449
"TERC",449
"CASR",448
"CDR2",448
"KIF2B",447
"ADM",447
"KIAA0922",446
"RAD51B",446
"NUTM2F.1",445
"DENND5A",444
"TMEM133",444
"CHRNE",443
"FGF9",443
"GHSR",442
"NFKBIE",442
"ZNF112",441
"TULP1",440
"TCTEX1D4",440
"CAPN8",439
"TTC39A",439
"CDT1",438
"OSGEP",438
"SLAMF7",437
"HESX1",437
"STUB1",436
"GRK6",436
"C8orf75",435
"ZSCAN12P1",435
"EML1",434
"AURKAIP1",434
"FOXF1",433
"RAP2A",433
"ZNF800",432
"SMTNL1",432
"C7orf34",431
"ZNF322B",430
"PPM1M",430
"LOC340357",429
"SNX11",429
"MAGI1",428
"ABHD5",428
"CMTM5",427
"USP30",427
"HIST1H4D",426
"CA4",426
"TMCO7",425
"NEU4",425
"PHF16",424
"SRMS",424
"BAI1",423
"MCEE",423
"MIR490",422
"PCDHGB8P",422
"RPL3",421
"ATP1A1OS",421
"TRIM10",420
"OR2A4",420
"PDK2",419
"FAM41AY2",418
"ALOX15",418
"PCDHAC1",417
"DENND1A",417
"KLC2",416
"LYRM1",416
"CSNK1E",415
"BPI",414
"GABRR2",414
"CCDC65",413
"KDSR",413
"DGKA",412
"VASH2",412
"KDR",411
"FLVCR2",411
"PXMP3",410
"FBXW7",409
"TMEM150B",409
"C6orf103",408
"RWDD4",408
"ZCCHC12",407
"FAS",407
"PCSK2",406
"MLLT4.AS1",406
"MLLT1",405
"EN2",405
"ERMAP",404
"DPP8",404
"PCBP2",403
"VMO1",402
"MRPL27",402
"RNF141",401
"MEX3A",401
"PPFIA4",400
"DNPEP",400
"CNR1",399
"ACVR2B",399
"TAC1",398
"SHQ1",398
"ADD3",397
"RP2",397
"HRASLS",396
"PIGG",396
"ERP29",395
"SLC25A20",395
"FOXD2",394
"SNCA",394
"MRPS24",393
"REG3A",392
"TYROBP",392
"ITIH5L",391
"PHF7",391
"NOX5",390
"B3GNT6",390
"ISM2",389
"ZNF12",389
"FAM107B",388
"NFATC3",388
"CPEB1",387
"REXO4",387
"ZIK1",386
"GRIN2D",386
"SAPS3",385
"CAMK2D",385
"PTP4A1",384
"SLC2A11",384
"IRGQ",383
"ZIC5",383
"FLNB",382
"HRASLS2",382
"EFHD1",381
"ZSCAN5A",381
"P4HB",380
"C9orf64",380
"AARS",379
"KIAA0317",378
"CRYZ",378
"ZNF449",377
"ANKRD27",377
"FKBP3",376
"CDC42EP3",375
"C2orf27A",375
"ANKRD6",374
"FAM193B",374
"MTERF",373
"TUSC1",373
"CIDEA",372
"NFKB1",372
"NPY5R",371
"CIB2",371
"TAS1R2",370
"CHPT1",370
"MIR145",369
"HSPH1",369
"VEGFC",368
"ALDH1B1",368
"BCAT1",367
"RC3H1",367
"TMEM167B",366
"NDP",365
"FAM57A",365
"TUBA3E",364
"SIVA1",364
"LMNB2",363
"PCP2",363
"NIN",362
"RET",362
"DMRTA2",361
"TTPA",361
"SHF",360
"PTDSS1",360
"SLC17A7",359
"MAFG",359
"APOBEC3H",358
"NPDC1",358
"ANXA2P3",357
"ARMCX6",357
"OPN1MW",356
"SETD9",356
"PAQR8",355
"STYX",355
"ATP2B3",354
"SLC40A1",354
"GAPVD1",353
"SRC",352
"UBXN10",352
"JAKMIP1",351
"ZNF844",351
"SRI",350
"DNAJB12",350
"ZNF681",349
"SLMAP",349
"NLGN3",348
"TDG",348
"CECR6",347
"DAPK2",347
"DNALI1",346
"OTOF",346
"ZNF541",345
"CRABP1",345
"STAG3",344
"C14orf159",344
"ST3GAL4",343
"CTDSPL",343
"MST1P9",342
"IP6K3",342
"CDH2",341
"NKAPP1",341
"VN1R2",340
"SLC35F5",340
"SGCG",339
"FAM102A",339
"SGCD",338
"PPP2R2D",338
"BTBD9",337
"SLFN13",337
"ZNF804B",336
"ALG9",336
"PI3",335
"CHD2",335
"NFATC2",334
"ZFP91",334
"GPR135",333
"LHB",333
"NDST4",332
"ZNF213",332
"MLXIP",331
"IFI6",331
"KCNH7",330
"KCNJ13",330
"CHSY1",329
"STOML1",329
"FLJ30679",328
"MEGF6",328
"ALDH1L1",327
"GOLGA7B",327
"PLP2",326
"CAPN2",326
"CCR5",325
"RGPD5",325
"CYP26C1",324
"MED28",324
"LOC91149",323
"GTPBP1",323
"SH3YL1",322
"DNAH14",322
"H2AFY",321
"FADS1",321
"GNGT1",320
"DOK3",320
"LEF1",319
"NPFF",319
"LOC91948",318
"DLK2",318
"DYRK2",317
"MTMR3",317
"UBASH3B",316
"IDI2.AS1",316
"MTMR6",315
"IFT57",315
"C12orf10",314
"FOXJ1",314
"HSPA12B",313
"CCDC40",313
"LGALS3",312
"SERF2",312
"XAB2",311
"OR2W1",310
"TPM3P9",310
"SOX18",309
"FLOT2",309
"FAM92A1",308
"CAP2",308
"CLEC1A",307
"PPP1R12A",307
"IL1R2",306
"POMP",306
"PCGEM1",305
"CXorf36",305
"ARRDC2",304
"CPXM1",304
"MS4A14",303
"LINC00482",303
"MT2A",302
"OTUD5",302
"MAP9",301
"ZNF354A",301
"MOG",300
"HS1BP3",300
"CD55",299
"CENPC",299
"SNAP91",298
"ZNF85",298
"LIN52",297
"MFSD10",296
"TNFRSF6B",296
"PLCH1",295
"CDC42EP2",295
"LRRC4",294
"FBXL19",294
"SHANK2",293
"DLST",293
"FAM19A2",292
"SLC44A2",292
"RASL10B",291
"COL9A2",291
"KIAA1530",290
"SUMF1",290
"CC2D1B",289
"ZNF747",289
"DNAJC28",288
"UBE2Z",288
"TIMM17B",287
"CORT",286
"FCER1A",285
"GPNMB",285
"DEFB127",284
"DDX51",284
"CGN",283
"RABL2A",283
"IL18R1",282
"SEC14L2",282
"TGFB2",281
"PALM2",281
"C19orf63",280
"KIAA1715",280
"CRYAA",279
"PI4KB",279
"PURG",278
"ATP1A1",277
"LOC728264",276
"NBEAL1",276
"HPS3",275
"MYO7A",275
"PDE11A",274
"PTPN20B",274
"LIMA1",273
"PREX2",273
"MBD3L1",272
"RNF19B",272
"EID3",271
"ACAD8",271
"GRIN2A",270
"CACNG8",269
"VPS29",269
"KCNA10",268
"ANKRD16",268
"MCART6",267
"POLR3A",267
"ZNF710",266
"ENGASE",266
"CCNH",265
"PLXNB2",265
"ATP11A",264
"RFESD",264
"DEFB121",263
"FAM109B",263
"LOC100302650",262
"DENND4A",262
"F7",261
"CLTCL1",261
"LUZP1",260
"SCAF4",260
"GHRLOS",259
"TTC13",259
"PRCC",258
"MKNK1",258
"LOC729176",257
"SYNE4",257
"ATP4B",256
"RGS14",256
"CSRP1",255
"PHF3",255
"C16orf78",254
"LRRC42",254
"EIF1AX",253
"RTN4RL1",252
"HIPK2",252
"SPG21",251
"C5orf51",251
"PAQR4",250
"EPB41L1",250
"RHPN1",249
"SURF4",249
"LCE1A",248
"HELB",248
"LAYN",247
"PSMD2",247
"C7orf53",246
"HIRIP3",246
"CLCN1",245
"SNRPE",245
"GDF7",244
"SLAMF9",244
"HSPA6",243
"OSGIN2",243
"SAPS1",242
"AES",242
"KRT1",241
"RALGAPB",241
"SUNC1",240
"PLD3",240
"ABCG5",239
"PITPNA",239
"FOS",238
"MESDC1",238
"WNT7A",237
"ADPRHL2",237
"HTATSF1",236
"OAZ3",236
"PAR1",235
"NUMB",235
"RGS7",234
"FAM20B",234
"ZDHHC3",233
"PKP2",233
"LIG4",232
"BSDC1",232
"LOC100129534",231
"DNAJC7",231
"NR2E1",230
"CMTR2",230
"KIF18B",229
"ATP8B3",229
"CREM",228
"INSR",228
"APOLD1",227
"ARL17B",227
"BICD1",226
"OR6N2",225
"TJP2",225
"OR52M1",224
"FXYD4",224
"ZNF480",223
"OSBP2",223
"HMGB3",222
"TMC8",222
"ZNF575",221
"ARPC3",221
"WRN",220
"ANKRD13C",220
"FAM45B",219
"UNC119B",219
"CPT1B",218
"LINC00654",218
"SOHLH1",217
"PCYOX1L",217
"PLXNA3",216
"SFXN1",216
"DGKD",215
"PDS5B",215
"VTI1A",214
"SLC35D1",214
"FAM59A",213
"NIPSNAP3B",213
"FAM41AY1",212
"AHCYL1",212
"C1orf114",211
"CCDC88A",210
"DNAJC3",210
"ACO2",209
"RARG",209
"LOC643719",208
"CHMP2B",208
"GAMT",207
"MMP7",207
"TMEM171",206
"RASAL2",206
"ZFAND2B",205
"CYTH4",205
"OR6B2",204
"TMEM160",204
"RAPGEF3",203
"SNX25",203
"NUP98",202
"MFSD5",202
"SPSB1",201
"TINCR",201
"PLEKHH3",200
"RP3.324O17.4",200
"RAB2A",199
"KRTAP4.8",198
"RAET1L",198
"GPC5",197
"LINC01011",197
"C3orf52",196
"HIP1R",196
"TCF7L1",195
"LYZ",195
"RRBP1",194
"TMEM51",194
"DHX9",193
"AP2A1",193
"CCDC140",192
"EML3",192
"ARID1A",191
"DDX19B",191
"COL5A2",190
"TAS1R3",190
"MYO1A",189
"ODF3L2",189
"HYDIN",188
"TMEM30A",188
"FZR1",187
"PLCXD1",187
"SPAG4L",186
"TRAPPC1",186
"C22orf9",185
"MYBL1",185
"PNMA5",184
"ZNF493",184
"OR2J2",183
"U2AF1",183
"CCT8L2",182
"PDZD8",181
"HINT3",181
"NCEH1",180
"RAB3D",180
"DMRTA1",179
"CERK",179
"SPINK7",178
"ST7.AS1",178
"ARTN",177
"TREML3P",177
"KCNH3",176
"SHD",176
"C1orf77",175
"TRIM31",175
"STK24",174
"AACS",174
"ABCC1",173
"RAC1",172
"RPLP1",172
"BRD4",171
"ABHD17C",171
"CACNA1D",170
"NT5E",170
"MRGPRX3",169
"RSPH3",169
"SOX9",168
"MARS",168
"ISG20",167
"PHKB",167
"C6orf132",166
"NDUFA12",166
"ITGA9",165
"ALKBH3",165
"CCDC60",164
"MTF1",164
"BAT1",163
"GLI3",163
"PAH",162
"CNEP1R1",162
"C1QL3",161
"SLFN11",161
"FGF19",160
"COX8A",160
"CABLES1",159
"TMEM231",159
"NYX",158
"FOXO4",158
"C20orf160",157
"TMEM50B",157
"ANKRD9",156
"VSIG10L",156
"GPBAR1",155
"FAM21C.1",155
"AHDC1",154
"HIST2H2AA3",154
"KANK2",153
"NAPRT1",153
"MRPL48",152
"TRIM40",151
"ZC3HC1",151
"NEK7",150
"CNPY1",149
"PAFAH2",149
"CHRND",148
"PSMG4",148
"C6orf225",147
"MXRA8",147
"EMC1",146
"NODAL",145
"VPS11",145
"GLRX5",144
"PRR14",143
"TOP3A",143
"GTF3C4",142
"CLCN5",142
"DRD3",141
"ATRN",141
"PIP5K1P1",140
"MBTD1",139
"SAYSD1",139
"FLG",138
"HOXA9",138
"RPL30",137
"TM9SF1",137
"RPS6KA6",136
"TRIM52",136
"TRAK2",135
"KAZALD1",135
"LGALS8",134
"TTLL6",134
"OXR1",133
"SIRT5",133
"TBX6",132
"LAMTOR5",132
"LHPP",131
"GXYLT1",131
"PLCG1",130
"CCL20",130
"ANKRD43",129
"PTGFRN",129
"PER2",128
"GLIS1",127
"CREBBP",127
"ZNF391",126
"XPOT",126
"PIAS2",125
"HRK",124
"ERBB4",123
"RHEBL1",123
"ZNF175",122
"B4GALT7",121
"GNB1",121
"NECAB1",120
"RCOR3",120
"IL18RAP",119
"MAN2B2",119
"ANKRD19",118
"OPHN1",118
"HCFC1",117
"CEACAM7",117
"RPRM",116
"UBE2C",116
"CDH7",115
"KIF3B",115
"IL17RA",114
"PGAP3",114
"MFSD1",113
"FAM35A",113
"TSGA13",112
"BRD7P3",112
"HAS1",111
"ZC3H6",111
"TNKS2",110
"GLIS3",110
"ZFYVE9",109
"ASH2L",109
"KLHL35",108
"TMEM159",108
"ICK",107
"FLOT1",107
"SPP1",106
"LSMD1",106
"NUS1",105
"TRNT1",105
"TSPAN9",104
"SH3TC2",104
"TBC1D26",103
"NRAS",103
"LIX1L",102
"AMDHD2",102
"TMEM111",101
"SLC25A39",101
"SPATS2L",100
"SORCS3",99
"CCDC153",99
"SCN8A",98
"PCGF1",98
"NKX2.6",97
"ANKS1A",96
"DEF8",96
"ASNS",95
"RAE1",95
"KRT2",94
"G2E3",94
"TLX3",93
"MYH14",93
"ZNF593",92
"CLIC6",92
"BAIAP2L1",91
"C15orf40",91
"FAM181B",90
"CCR10",90
"IER5",89
"SBNO1",89
"GTF2H1",88
"ABCB10",88
"NAPA",87
"OIP5.AS1",87
"LATS1",86
"SLC37A1",85
"TLDC2",85
"CTDSP2",84
"GRIPAP1",84
"BMP6",83
"ERAP1",83
"SYT8",82
"IKBKG",82
"OR5A1",81
"CDC42SE1",81
"EFHC2",80
"MTRR",80
"INSM2",79
"HS6ST1",79
"MIR934",78
"MAGOH.1",78
"CNTD2",77
"ETV7",77
"GRXCR1",76
"PPP2R3B",76
"SLC25A27",75
"SLC5A3",75
"EDEM3",74
"RP11.64D22.2",74
"MRS2",73
"ROCK1",72
"LOC400931",71
"TRPV2",71
"GPD2",70
"PARD6B",69
"METAP2",69
"CASK",68
"NSUN5P2.1",68
"BZRAP1",67
"ANXA13",67
"LDOC1",66
"KLHL2",66
"PTPRG",65
"FBXL6",65
"RNF19A",64
"DDX5",64
"SHISA7",63
"LRRC19",63
"TSKU",62
"FSD1L",62
"DTD1",61
"ZNF71",61
"MIR891B",60
"NDUFA4L2",60
"CSTF2",59
"METTL4",59
"GIT1",58
"RNFT2",57
"SUMO2.1",57
"EEF1DP3",56
"SSX2IP",56
"LOC387646",55
"TMEM2",55
"GON4L",54
"FAM83C",54
"DMBT1",53
"PSMB8",53
"MIR628",52
"DPH3",52
"C18orf34",51
"TGOLN2",51
"NME6",50
"ANKRD52",49
"GTDC1",49
"TM4SF1",48
"AP3M2",48
"GEFT",47
"LPHN1",47
"ASB12",46
"TMSB10",46
"DNER",45
"ANGEL1",45
"HTA",44
"DYNC1H1",44
"ANKRD20B",43
"PCF11",43
"TAGLN",42
"PAOX",42
"P2RY6",41
"SLC25A21",41
"ADAMTSL3",40
"LAMP2",40
"USH1C",39
"C19orf53",39
"SYCE1",38
"BBS4",38
"EXOC7",37
"FBXO18",37
"ZACN",35
"LSS",35
"CAPZA3",34
"ASB6",34
"PARVG",33
"TOX4",33
"MED21",32
"IQSEC2",32
"MYO18A",31
"LBX2.AS1",31
"SERPINB10",30
"ZNF609",30
"KCNRG",29
"PITRM1",29
"SEMG2",28
"PTPMT1",28
"PRKD1",27
"DDTL",27
"ANKS4B",26
"RFC3",25
"KCNK1",25
"HBII.52.45",24
"CCDC11",24
"TCF7L2",23
"GTF2A2",23
"C7orf13",22
"ODF2L",22
"CTF1",21
"AGMO",21
"C14orf64",20
"TCEA2",19
"KIAA0141",19
"MAP1B",18
"PCP4L1",18
"ROS1",17
"EEF1B2",17
"CMKLR1",16
"CCDC14",16
"RASSF6",15
"FUCA1",15
"MORC1",14
"CD27.AS1",14
"PORCN",13
"CLN3",13
"SLC39A14",12
"FAM83F",12
"KIAA1279",11
"SLC34A2",10
"CALM1.1",10
"IL13RA1",9
"SNRNP48",9
"SLC30A8",8
"PCNT",8
"ARF1",7
"GAP43",7
"DUSP9",6
"FAM211B",6
"HAUS7",5
"TNIP2",5
"BTRC",4
"PPHLN1",4
"PCDHAC2",3
"MANSC1",3
"ZMAT3",2
"HEXIM2",2
"ELOVL5",1
"CHST2",1
