"Genes","Rank"
"AHI1",772
"GLI3",163
"MTF1",164
"MYO7A",275
"MFSD6L",866
"SHD",176
"PPHLN1",4
"HOXA9",138
"HINT3",181
"RP3.324O17.4",200
"LRRC42",254
"LRP3",1416
"PDK2",419
"FAM3B",1404
"TLDC2",85
"FAM109B",263
"PAFAH2",149
"RGS14",256
"DPEP1",1353
"IDI2.AS1",316
"ODF3L2",189
"CTDSPL",343
"SPATS2L",100
"CTD.2514K5.2",1383
"CMIP",1390
"CLIC6",92
"CHMP2B",208
"IFT57",315
"SRPR",1349
"TMEM30A",188
"MANSC1",3
"PSEN1",1417
"CCR10",90
"MESDC1",238
"LRRC19",63
"TRPV2",71
"CCDC153",99
"CAPN2",326
"LHB",333
"CAMK2D",385
"RELL1",1371
"C4orf47",1400
"FOXO4",158
"C10orf76",1412
"BOK",1415
"IQSEC2",32
"CLCN5",142
"EPS8L3",1376
"TMEM231",159
"TMEM50B",157
"TRIM31",175
"ALS2CR12",1381
"SAYSD1",139
"ATP1A1OS",421
"HEXIM2",2
"LAMP2",40
"AGMO",21
"CPT2",1374
"FGF9",443
"PRR5.ARHGAP8.1",1196
"NT5E",170
"ADAM8",539
"DDB2",713
"KLHL2",66
"ABHD17C",171
"AACS",174
